MKey,AircraftNumber,DamageLevel,RegistrationNumber,AircraftCategory,AircraftMake,AircraftModel,RegulationFlightConductedUnder,PurposeOfFlight,IntentionalAct,PhaseOfFlight,DefiningEvent
85102,1,Substantial,N74744,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,Part 91: General aviation,Personal,,Takeoff,Loss of Control In-Flight
85104,1,Substantial,N86862,Weight-shift,FLY HARD TRIKE INC,SKYCYCLE STING RAY,Part 91: General aviation,Flight test,,Landing,Loss of Control In-Flight
85106,1,Substantial,N94735,Helicopter,HILLER,UH-12B,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Powerplant
85107,1,Substantial,N5538F,Airplane,PIPER,PA-28-140,Part 91: General aviation,Instructional,,Initial Climb,System/Component Failure - Powerplant
85108,1,Substantial,N265Q,Airplane,BEECH,95-C55,Part 91: General aviation,Personal,,Enroute,Fire - Non-Impact
85110,1,Substantial,N26GW,Airplane,BEAGLE,B206 SERIES 2,Part 91: General aviation,Personal,,Enroute,Fuel Related
85111,1,Substantial,N188SR,Airplane,PIPER,PA-46-350P,Part 91: General aviation,Ferry,,Initial Climb,System/Component Failure - Powerplant
85112,1,Substantial,N3802Z,Airplane,PIPER,PA-18-150,Part 91: General aviation,Personal,,Takeoff,Loss of Control on Ground
85113,1,Destroyed,N423RA,Airplane,KUNDEL,VANS RV 7A,Part 91: General aviation,Personal,,Approach,Loss of Control In-Flight
85114,1,Substantial,N4556S,Airplane,AIR TRACTOR INC,AT-502,Part 137: Agricultural,Aerial application,,Initial Climb,Other
85115,1,Substantial,N21750,Airplane,CESSNA,172S,Part 91: General aviation,Personal,,Enroute,Controlled Flight Into Terrain
85116,1,Substantial,N7290W,Airplane,PIPER,PA-28-180,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
85117,1,Substantial,N8465J,Airplane,CESSNA,150G,Part 91: General aviation,Personal,,Enroute,System/Component Failure - Powerplant
85118,1,Substantial,N4567J,Airplane,PIPER,PA-28R-180,Part 91: General aviation,Instructional,,Takeoff,Fuel Related
85119,1,Substantial,N735FJ,Airplane,CESSNA,182Q,Part 91: General aviation,Personal,,Approach,System/Component Failure - Powerplant
85120,1,Substantial,N4418K,Airplane,NAVION,NAVION,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
85136,1,Substantial,N898N,Airplane,TL ULTRALIGHT SRO,STINGSPORT,Part 91: General aviation,Personal,,Maneuvering,System/Component Failure - Powerplant
85137,1,Substantial,N8648P,Airplane,PIPER,PA24,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
85138,1,Substantial,N911BL,Helicopter,MCDONNELL DOUGLAS HELI CO,369FF,Public aircraft,Public aircraft,,Emergency Descent,Abnormal Runway Contact
85143,1,Substantial,N19GP,Airplane,FAIRCHILD,PT-19A,Part 91: General aviation,Air drop,,Approach,Loss of Control In-Flight
85144,1,Substantial,N8059X,Airplane,CESSNA,172B,Part 91: General aviation,Personal,-1,Maneuvering,Controlled Flight Into Terrain
85145,1,Substantial,N623LB,Airplane,MCCLEERY,RANS S6ES,Part 91: General aviation,Personal,,Initial Climb,System/Component Failure - Powerplant
85148,1,Substantial,N4171J,Helicopter,ROBINSON HELICOPTER,R22 BETA II,Part 91: General aviation,Instructional,,Emergency Descent,Loss of Control In-Flight
85149,1,Substantial,N6979E,Airplane,CESSNA,175A,Part 91: General aviation,Personal,,Approach,Controlled Flight Into Terrain
85150,1,Substantial,N53720,Airplane,CESSNA,172P,Part 91: General aviation,Instructional,,Landing,Abnormal Runway Contact
85152,1,Substantial,N5892E,Airplane,CESSNA,150,Part 91: General aviation,Personal,,Landing,Loss of Control on Ground
85154,1,Substantial,N781P,Helicopter,SIKORSKY,S-76C,Part 91: General aviation,Positioning,,Taxi,Other
