MKey,NTSBNumber,Report,EventDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,InjuryLevel
82591,WPR12CA073,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82591/pdf,1/1/2012,Eureka,California,United States,40.803333,-124.112777,,,Non-Fatal
82595,ERA12LA131,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82595/pdf,1/1/2012,Willimantic,Connecticut,United States,41.741664,-72.18972,,,Non-Fatal
82599,ERA12LA132,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82599/pdf,1/2/2012,Shelter Island,New York,United States,41.066665,-72.343055,,,Non-Fatal
82603,ERA12CA134,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82603/pdf,1/2/2012,River Ranch,Florida,United States,27.900831,-81.580116,,,Non-Fatal
82607,CEN12LA120,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82607/pdf,1/1/2012,Lohn,Texas,United States,31.325,-99.408332,,2,Non-Fatal
82615,CEN12CA121,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82615/pdf,1/3/2012,Truth or Consequences,New Mexico,United States,33.236946,-107.271667,,,Non-Fatal
82616,CEN12TA122,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82616/pdf,1/3/2012,Conroe,Texas,United States,30.30861,-95.449996,,,Non-Fatal
82621,CEN12LA124,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82621/pdf,1/3/2012,San Angelo,Texas,United States,31.280374,-100.410598,,,Non-Fatal
82623,WPR12LA074,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82623/pdf,1/6/2012,Glendale,Arizona,United States,33.526943,-112.29528,,,Non-Fatal
82624,WPR12LA075,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82624/pdf,1/5/2012,Las Vegas,Nevada,United States,36.20861,-115.195274,,,Non-Fatal
82632,ERA12CA137,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82632/pdf,1/6/2012,St Petersburg,Florida,United States,27.750833,-82.622779,,,Non-Fatal
82635,ERA12CA140,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82635/pdf,1/7/2012,Umatilla,Florida,United States,28.921112,-81.651107,,,Non-Fatal
82645,WPR12LA076,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82645/pdf,1/6/2012,Phoenix,Arizona,United States,33.688331,-112.082496,,,Non-Fatal
82646,ERA12LA141,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82646/pdf,1/8/2012,Jefferson,Georgia,United States,34.172222,-83.556945,1,,Fatal
82648,CEN12LA126,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82648/pdf,1/6/2012,Somerset,Colorado,United States,38.935001,-107.467781,,,Non-Fatal
82660,CEN12LA128,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82660/pdf,1/5/2012,Revere,Minnesota,United States,43.229999,-95.300003,,,Non-Fatal
82661,CEN12LA129,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82661/pdf,1/6/2012,Chetek,Wisconsin,United States,45.306388,-91.636665,,,Non-Fatal
82665,ERA12WA142,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82665/pdf,1/7/2012,Andros Island,,Bahamas,24.43,-78.199996,,,Non-Fatal
82669,ERA12FA143,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82669/pdf,1/11/2012,Fitchburg,Massachusetts,United States,42.561943,-71.771667,,1,Non-Fatal
82671,CEN12CA131,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82671/pdf,1/11/2012,Alanson,Michigan,United States,45.443889,-84.786666,,1,Non-Fatal
82672,CEN12CA132,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82672/pdf,1/2/2012,Del Norte,Colorado,United States,37.702499,-106.351669,,,Non-Fatal
82677,CEN12LA133,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82677/pdf,1/11/2012,Denmark,Wisconsin,United States,44.339359,-87.820869,,1,Non-Fatal
82682,WPR12CA077,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82682/pdf,1/14/2012,San Diego,California,United States,32.572223,-116.980278,,,Non-Fatal
82683,ERA12LA145,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82683/pdf,1/15/2012,Brewster,Massachusetts,United States,41.776668,-70.116386,2,,Fatal
82684,ERA12FA146,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82684/pdf,1/16/2012,Philadelphia,Mississippi,United States,32.793888,-89.123611,1,,Fatal
82688,CEN12LA134,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82688/pdf,1/13/2012,Bartlesville,Oklahoma,United States,36.729789,-96.069648,,,Non-Fatal
82691,CEN12LA135,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82691/pdf,1/13/2012,El Dorado,Kansas,United States,37.819248,-96.850662,,,Non-Fatal
82694,CEN12CA136,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82694/pdf,1/13/2012,Willmar,Minnesota,United States,45.116943,-95.129447,,,Non-Fatal
82704,CEN12FA139,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82704/pdf,1/19/2012,Centerville,Louisiana,United States,29.5275,-91.395553,2,,Fatal
82705,ERA12LA148,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82705/pdf,1/19/2012,Springfield,Tennessee,United States,36.433612,-86.898056,,,Non-Fatal
82708,ERA12FA149,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82708/pdf,1/20/2012,Rainbow City,Alabama,United States,33.95222,-86.101387,1,,Fatal
82713,ERA12LA150,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82713/pdf,1/19/2012,Bayou La Batre,Alabama,United States,30.454999,-88.211112,,,Non-Fatal
82714,ERA12FA151,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82714/pdf,1/22/2012,Quincy,Florida,United States,30.603889,-84.546943,1,,Fatal
82715,WPR12CA082,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82715/pdf,1/26/2012,Honolulu,Hawaii,United States,21.318611,-157.922225,,,Non-Fatal
82716,WPR12CA079,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82716/pdf,1/22/2012,Richland,Washington,United States,46.303333,-119.302497,,,Non-Fatal
82721,CEN12CA140,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82721/pdf,1/15/2012,Angle Fire,New Mexico,United States,36.421943,-105.289718,,,Non-Fatal
82730,CEN12FA143,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82730/pdf,1/21/2012,North Vernon,Indiana,United States,38.895832,-85.555557,2,,Fatal
82734,ANC12CA018,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82734/pdf,1/21/2012,Beluga,Alaska,United States,61.644721,-150.101943,,,Non-Fatal
82744,ERA12CA156,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82744/pdf,1/24/2012,Walterboro,South Carolina,United States,32.658889,-80.425834,,,Non-Fatal
82746,ERA12LA157,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82746/pdf,1/25/2012,Port Orange,Florida,United States,29.074722,-81.041389,,,Non-Fatal
82755,ERA12FA161,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82755/pdf,1/27/2012,Ocala,Florida,United States,29.149166,-82.22528,1,1,Fatal
82756,ANC12CA020,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82756/pdf,1/26/2012,Old Minto,Alaska,United States,60.209575,-162.030181,,,Non-Fatal
82757,WPR12CA083,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82757/pdf,1/26/2012,Santa Barbara,California,United States,34.426109,-119.841392,,,Non-Fatal
82758,ERA12CA162,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82758/pdf,1/28/2012,Grand Isle,Vermont,United States,44.754444,-73.273887,,,Non-Fatal
82760,ERA12FA163,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82760/pdf,1/29/2012,Thomasville,Pennsylvania,United States,39.925277,-76.876388,1,,Fatal
82762,ERA12LA164,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82762/pdf,1/28/2012,Clearwater,Florida,United States,27.908611,-82.719444,,,Non-Fatal
82771,WPR12CA084,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82771/pdf,1/28/2012,Peoria,Arizona,United States,33.792778,-112.265274,,,Non-Fatal
82772,WPR12LA085,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82772/pdf,1/30/2012,San Diego,California,United States,32.82611,-116.972221,1,,Fatal
82774,WPR12CA086,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82774/pdf,1/30/2012,Cascade,Idaho,United States,44.492221,-116.014724,,,Non-Fatal
82776,ERA12LA165,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82776/pdf,1/28/2012,Palm Beach,Florida,United States,26.770555,-80.035278,,,Non-Fatal
82784,ERA12CA167,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82784/pdf,1/29/2012,Sarasota,Florida,United States,27.390556,-82.55278,,,Non-Fatal
82789,CEN12LA146,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82789/pdf,1/31/2012,Sheridan,Arkansas,United States,34.32389,-92.349998,,1,Non-Fatal
82794,WPR12LA087,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82794/pdf,1/27/2012,Chehalis,Washington,United States,46.676944,-122.98278,,,Non-Fatal
82804,WPR12CA088,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82804/pdf,2/1/2012,Mokuleia,Hawaii,United States,21.574443,-158.191665,,,Non-Fatal
82808,CEN12LA147,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82808/pdf,2/2/2012,Kansas City,Missouri,United States,39.149028,-94.57949,,,Non-Fatal
82809,WPR12FA089,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82809/pdf,2/3/2012,Boise,Idaho,United States,43.564167,-116.222778,1,,Fatal
82812,WPR12LA090,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82812/pdf,2/3/2012,Dinsmore,California,United States,40.491943,-123.598052,,1,Non-Fatal
82813,WPR12FA091,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82813/pdf,2/4/2012,Show Low,Arizona,United States,34.269443,-110.016944,2,2,Fatal
82814,WPR12LA092,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82814/pdf,2/4/2012,Kalispell,Montana,United States,48.178611,-114.303611,,,Non-Fatal
82815,WPR12LA093,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82815/pdf,2/5/2012,Fresno,California,United States,36.808887,-119.924163,1,,Fatal
82818,CEN12CA148,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82818/pdf,2/5/2012,Thedford,Nebraska,United States,41.9575,-100.568885,,,Non-Fatal
82819,CEN12LA149,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82819/pdf,2/4/2012,Ray,Michigan,United States,42.729442,-82.900558,1,,Fatal
82820,WPR12LA097,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82820/pdf,1/7/2012,Santa Ana,California,United States,33.675556,-117.868057,,,Non-Fatal
82826,ERA12LA171,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82826/pdf,2/6/2012,Minneola,Florida,United States,28.6275,-81.80278,,1,Non-Fatal
82835,WPR12CA095,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82835/pdf,2/4/2012,Forks,Washington,United States,47.937778,-124.392776,,,Non-Fatal
82837,ERA12CA172,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82837/pdf,2/7/2012,Greenville,South Carolina,United States,34.847778,-82.349998,,,Non-Fatal
82839,ERA12CA173,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82839/pdf,2/7/2012,Winter Haven,Florida,United States,28.062778,-81.753334,,,Non-Fatal
82842,CEN12FA151,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82842/pdf,2/2/2012,Pueblo,Colorado,United States,38.286666,-104.491111,,,Non-Fatal
82854,WPR12LA096,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82854/pdf,1/20/2012,Brawley,California,United States,32.993057,-115.516944,,,Non-Fatal
82855,WPR12LA099,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82855/pdf,2/9/2012,Cusick,Washington,United States,48.411388,-117.330001,0,0,Non-Fatal
82856,ERA12FA175,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82856/pdf,2/9/2012,Lebanon,New Hampshire,United States,43.616111,-72.31639,1,,Fatal
82857,CEN12FA152,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82857/pdf,2/8/2012,Frankston,Texas,United States,32.077499,-95.436943,1,,Fatal
82860,CEN12LA153,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82860/pdf,2/10/2012,Madison,Wisconsin,United States,43.141109,-89.334167,,,Non-Fatal
82861,WPR12FA098,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82861/pdf,2/9/2012,Morgan,Utah,United States,41.182498,-111.583053,2,,Fatal
82862,CEN12FA154,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82862/pdf,2/10/2012,Floresville,Texas,United States,29.149999,-98.272781,1,,Fatal
82867,WPR12CA100,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82867/pdf,2/11/2012,Las Vegas,Nevada,United States,36.295833,-115.338333,,,Non-Fatal
82869,WPR12CA102,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82869/pdf,2/11/2012,Concrete,Washington,United States,48.758888,-121.83361,,,Non-Fatal
82877,DCA12RA037,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82877/pdf,2/12/2012,Bukavu,,Congo,-2.305277,28.805276,4,,Fatal
82881,ERA12CA177,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82881/pdf,2/12/2012,Hilton Head,South Carolina,United States,32.204723,-80.691947,,,Non-Fatal
82885,ERA12CA178,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82885/pdf,2/10/2012,Miami,Florida,United States,25.647777,-80.432777,,,Non-Fatal
82888,ERA12CA179,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82888/pdf,2/13/2012,N. Charleston,South Carolina,United States,32.876667,-79.958885,,,Non-Fatal
82889,ANC12CA022,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82889/pdf,2/10/2012,McCarthy,Alaska,United States,62.100051,-145.529891,,,Non-Fatal
82893,WPR12CA103,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82893/pdf,2/5/2012,Yellow Pine,Idaho,United States,44.899723,-115.332778,,,Non-Fatal
82896,CEN12FA164,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82896/pdf,2/20/2012,Albany,Texas,United States,32.808887,-99.323608,2,,Fatal
82897,WPR12FA105,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82897/pdf,2/15/2012,North Bend,Washington,United States,47.497501,-121.748886,3,,Fatal
82898,CEN12CA157,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82898/pdf,2/4/2012,Colorado Springs,Colorado,United States,38.803333,-104.700279,,,Non-Fatal
82901,CEN12FA158,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82901/pdf,2/14/2012,Osborn,Missouri,United States,39.701389,-94.400833,2,,Fatal
82902,ERA12LA180,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82902/pdf,2/14/2012,Amory,Mississippi,United States,34.080554,-88.494163,,1,Non-Fatal
82906,ERA12CA182,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82906/pdf,2/15/2012,South Charleston,West Virginia,United States,38.334445,-81.725555,,,Non-Fatal
82909,WPR12GA106,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82909/pdf,2/15/2012,Moran Junction,Wyoming,United States,43.726112,-110.199722,1,2,Fatal
82913,CEN12CA159,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82913/pdf,2/8/2012,Tea,South Dakota,United States,43.454166,-94.802223,,,Non-Fatal
82915,WPR12LA107,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82915/pdf,3/1/2012,Coolidge,Arizona,United States,32.934722,-111.4225,,,Non-Fatal
82917,WPR12LA108,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82917/pdf,2/17/2012,Lewiston,California,United States,40.674446,-122.826942,,,Non-Fatal
82918,ERA12LA184,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82918/pdf,2/17/2012,Fayetteville,North Carolina,United States,34.985,-78.889442,,1,Non-Fatal
82919,CEN12CA160,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82919/pdf,2/18/2012,South Fork,Colorado,United States,37.740276,-106.525558,,,Non-Fatal
82920,CEN12FA161,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82920/pdf,2/19/2012,Hayden,Colorado,United States,40.48389,-107.228614,2,4,Fatal
82924,ERA12CA185,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82924/pdf,2/13/2012,Eufaula,Alabama,United States,31.951665,-85.117774,,,Non-Fatal
82925,ERA12LA186,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82925/pdf,2/17/2012,Jasper,Georgia,United States,34.453334,-84.457221,,2,Non-Fatal
82926,WPR12LA109,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82926/pdf,2/19/2012,Antioch,California,United States,38.035278,-121.755279,,,Non-Fatal
82927,WPR12LA110,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82927/pdf,2/18/2012,Rawlins,Wyoming,United States,41.821666,-107.213607,,,Non-Fatal
82928,WPR12LA111,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82928/pdf,2/20/2012,Kalispell,Montana,United States,48.310554,-114.256111,,,Non-Fatal
82939,ERA12LA188,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82939/pdf,2/6/2012,Culpeper,Virginia,United States,38.525554,-77.859725,,,Non-Fatal
82941,ERA12CA189,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82941/pdf,2/18/2012,Caldwell,New Jersey,United States,40.875278,-74.281387,,,Non-Fatal
82942,ANC12CA023,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82942/pdf,2/20/2012,Anchorage,Alaska,United States,61.168056,-149.971939,,,Non-Fatal
82944,CEN12CA165,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82944/pdf,2/17/2012,Lancaster,Wisconsin,United States,42.796112,-90.680274,,,Non-Fatal
82946,ERA12CA190,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82946/pdf,2/17/2012,Swainsboro,Georgia,United States,32.609165,-82.370002,,,Non-Fatal
82947,WPR12CA112,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82947/pdf,2/14/2012,Yellow Pine,Idaho,United States,44.899723,-115.332778,,,Non-Fatal
82949,CEN12LA167,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82949/pdf,2/19/2012,Clarinda,Iowa,United States,40.705554,-95.04972,1,,Fatal
82950,WPR12LA113,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82950/pdf,2/21/2012,Mariposa,California,United States,37.383056,-119.991668,,,Non-Fatal
82951,WPR12CA114,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82951/pdf,2/19/2012,Woodland,California,United States,38.773887,-121.871948,,,Non-Fatal
82953,ERA12LA191,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82953/pdf,2/17/2012,Flat Rock,Virginia,United States,37.520278,-77.820274,,,Non-Fatal
82956,WPR12LA115,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82956/pdf,2/22/2012,Farmington,California,United States,37.930831,-121.02861,,1,Non-Fatal
82958,CEN12LA168,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82958/pdf,2/21/2012,Conroe,Texas,United States,30.3525,-95.414443,,,Non-Fatal
82963,CEN12LA169,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82963/pdf,2/23/2012,Cypress,Texas,United States,29.95977,-95.689437,,1,Non-Fatal
82967,ERA12FA193,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82967/pdf,2/23/2012,Key West,Florida,United States,24.602222,-81.750556,2,,Fatal
82969,WPR12CA117,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82969/pdf,3/7/2012,Randle,Washington,United States,46.570835,-121.974441,,,Non-Fatal
82970,CEN12FA170,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82970/pdf,2/26/2012,San Antonio,Texas,United States,29.321111,-98.459724,2,,Fatal
82971,WPR12CA118,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82971/pdf,2/25/2012,Poway,California,United States,32.933887,-116.996948,,,Non-Fatal
82972,ERA12FA194,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82972/pdf,2/26/2012,Laceys Spring,Alabama,United States,34.570278,-86.594444,2,,Fatal
82981,ERA12LA195,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82981/pdf,2/25/2012,Americus,Georgia,United States,32.110553,-84.188888,,,Non-Fatal
82983,CEN12LA171,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82983/pdf,2/27/2012,Denver,Colorado,United States,39.785278,-104.543052,,,Non-Fatal
82991,CEN12CA173,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82991/pdf,2/25/2012,Hebron,Nebraska,United States,40.152221,-97.586944,,,Non-Fatal
82994,ERA12FA196,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82994/pdf,2/29/2012,Melbourne,Florida,United States,28.092777,-80.659721,3,,Fatal
83000,ERA12CA198,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83000/pdf,3/1/2012,Boca Raton,Florida,United States,26.378334,-80.107498,,,Non-Fatal
83001,CEN12FA174,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83001/pdf,3/1/2012,Belen,New Mexico,United States,34.650966,-106.769645,2,,Fatal
83004,CEN12LA175,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83004/pdf,2/24/2012,Rapid City,South Dakota,United States,44.038055,-102.82611,,,Non-Fatal
83005,ERA12CA199,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83005/pdf,3/1/2012,Eufaula,Alabama,United States,31.95111,-85.127777,,,Non-Fatal
83006,CEN12LA176,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83006/pdf,2/19/2012,Bowling Green,Ohio,United States,41.391109,-83.630279,,,Non-Fatal
83016,CEN12WA178,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83016/pdf,2/25/2012,"Torreon, Coahuila, Mexico",,Mexico,25.559444,-103.402778,1,,Fatal
83019,DCA12RA047,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83019/pdf,3/1/2012,Egelsbach,,Germany,49.961112,-8.64361,5,,Fatal
83021,WPR12TA120,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83021/pdf,2/29/2012,Napa,California,United States,38.207778,-122.275001,,,Non-Fatal
83022,WPR12CA121,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83022/pdf,3/2/2012,Corona,California,United States,33.891944,-117.601387,,,Non-Fatal
83025,ERA12CA204,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83025/pdf,3/2/2012,Bedminster,New Jersey,United States,40.626945,-74.675277,,1,Non-Fatal
83026,ERA12FA205,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83026/pdf,3/2/2012,Salisburry,North Carolina,United States,35.636943,-80.290832,2,,Fatal
83027,ERA12LA206,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83027/pdf,3/3/2012,Amisville,Virginia,United States,38.808334,-78.077224,,2,Non-Fatal
83032,WPR12LA122,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83032/pdf,3/4/2012,Fallbrook,California,United States,33.354167,-117.250831,,1,Non-Fatal
83033,CEN12LA179,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83033/pdf,3/3/2012,Oklahoma City,Oklahoma,United States,35.488056,-97.823608,1,,Fatal
